Experiments,BHabs<--ACabs,BHabs<--BAabs,BHabs<--BHabs,BHabs<--BLabs,BHabs<--BUabs,BHabs<--CAabs,BHabs<--CCabs,BHabs<--CHabs,BHabs<--DFabs,BHabs<--ELabs,BHabs<--ERabs,BHabs<--FPabs,BHabs<--PCabs,BHabs<--PJabs,BHabs<--RIabs,BHabs<--pH,BHabs<--Lactate,BHabs<--Butyrate,BHabs<--Acetate,BHabs<--AcGum,BHabs<--ArGal,BHabs<--Inulin,BHabs<--Pectin,BHabs<--Starch,BHabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
AC-BA-BH-BU-CA-CH-DF-ER-RI-4Inulin-2Pectin,0.011288059254487356,0.0024350377775373914,0.11269292554685048,0.0,-0.037191245172704966,-0.012725464290096647,0.0,-0.009748375486759912,0.0033619985693976993,0.0,-0.04631614507663818,0.0,0.0,0.0,-0.014287161330382029,0.0,0.0,0.0,0.0,0.0,0.0,0.08130224084570295,0.03921235388233548,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BH-BU-CA-CH-EL-ER-FP-RI-5Inulin-1Pectin,-0.009690407291054725,-0.003366580605506897,0.10727382302284241,0.0,-0.0659941479563713,-0.010837528109550475,0.0,-0.019372500479221344,0.0,-0.014973483234643935,-0.023546360805630683,-0.006285036727786064,0.0,0.0,-0.012653372064232827,0.0,0.0,0.0,0.0,0.0,0.0,0.08053277619183064,0.018319490179419518,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CA-CH-ER-FP-RI-3Inulin-2Pectin-1Starch,0.005105334892868995,-0.022533908113837244,0.0870443895459175,0.0,-0.055321453139185905,-0.021145038679242133,0.0,-0.02739941142499447,0.0,0.0,-0.03512164689600468,-0.00883346125483513,0.0,0.0,-0.012693968042731285,0.0,0.0,0.0,0.0,0.0,0.0,0.05413138084113598,0.026433320343494417,0.01033446192741394,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.5,0.3333333333333333,0.1666666666666666,0.0
AC-BA-BH-BU-CA-DF-EL-ER-FP-RI-5Inulin-1Pectin,-0.023689249902963637,-0.009756350144743919,0.12320392318069935,0.0,-0.07011610381305218,-0.008567868173122406,0.0,0.0,-0.0025555558502674105,-0.015690406039357185,-0.029495963454246522,0.0009581219404935837,0.0,0.0,-0.011874556913971901,0.0,0.0,0.0,0.0,0.0,0.0,0.09300785884261131,0.026796505600214005,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.0,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CA-DF-ER-FP-RI-3Inulin-1Pectin-2Xylan,-0.005087471753358841,-0.022471100464463233,0.10633857175707817,0.0,-0.05672595426440239,-0.01066342443227768,0.0,0.0,-0.0023670125752687453,0.0,-0.02188461646437645,9.21495258808136e-05,0.0,0.0,-0.011610204353928566,0.0,0.0,0.0,0.0,0.0,0.0,0.06003828793764114,0.034692802280187604,0.0,0.03228466771543026,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.0,0.0,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.5,0.1666666666666666,0.0,0.3333333333333333
AC-BA-BH-BU-CC-CH-DF-EL-ER-FP-RI-5Inulin-1Pectin,-0.010506235476997163,0.01522755374511083,0.0831145015027788,0.0,-0.06398042250010702,0.0,-0.011522170984082751,-0.015341704918278588,-0.001267735328939226,-0.012565894259346856,-0.01605559719933404,-0.0017233830359246996,0.0,0.0,-0.00822001943985621,0.0,0.0,0.0,0.0,0.0,0.0,0.06387034596668349,0.021712030801508162,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CC-CH-DF-ER-FP-4Inulin-1Pectin-1Starch,0.004136621206998825,-0.014535856246948243,0.10943294316530228,0.0,-0.0554815087467432,0.0,-0.014687932282686233,-0.01301819272339344,-0.0012169480323791504,0.0,-0.01681002080440521,-0.002644108235836029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06750799678266048,0.026390638574957846,0.0205033078789711,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BH-BU-CC-CH-DF-ER-FP-RI-4Inulin-1Pectin-1Starch,0.008200692219866646,0.0008939401143127017,0.1003152078224553,0.0,-0.05318419179982609,0.0,-0.011797307266129388,-0.013964020129707124,-0.0019983483685387503,0.0,-0.00725482776761055,0.0007806676957342359,0.0,0.0,-0.020858410745859146,0.0,0.0,0.0,0.0,0.0,0.0,0.062292073335912496,0.026027912480963603,0.013144951727655198,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BH-BU-CC-CH-DF-ER-FP-RI-4Inulin-1Pectin-1Xylan,0.007219600594706005,-0.008455841905540891,0.09493532073166636,0.0,-0.035013639678557716,0.0,-0.019961751583549712,-0.009016885525650449,-0.00022218707535001967,0.0,-0.01472888266046842,-0.004113134824567371,0.0,0.0,-0.009577922523021698,0.0,0.0,0.0,0.0,0.0,0.0,0.07370952309833632,0.022041248364581004,0.0,0.021372680862744648,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BH-BU-CC-CH-RI-ArGal,0.015776796696277764,-0.005837642229520357,0.07086473588760082,0.0,-0.018649331079079554,0.0,-0.013528049565278567,0.0018249228596687317,0.0,0.0,0.0,0.0,-0.007471282035112381,0.0,-0.0052109320576374345,0.0,0.0,0.0,0.0,0.0,0.05168067893156639,0.0,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.0,0.20634920634916665,0.0,0.6687063737793209,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BU-CC-DF-EL-FP-RI-Starch,-0.02293056214139575,-0.03699295222759247,0.05325155918087278,0.0,0.0041498176398731415,0.0,-0.0015817948040508089,0.0,-0.0019364037684031896,0.006580216898804619,0.0,0.0019454650935672578,-0.0009130228843007769,0.0,-0.0057457493884222844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019760756265549434,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.0,0.999950002499775,0.0,0.999950002499775,0.6999650017498125,0.0,1.0,0.20634920634916665,0.0,0.6687063737793209,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BU-CC-RI-Xylan,-0.011720024820031791,-0.040209489649739756,0.042393120969163964,0.0,-0.004701142167222911,0.0,0.010432009553087169,0.0,0.0,0.0,0.0,0.0,-0.003564703310358113,0.0,-0.0063822695921207295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013752499017222175,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.0,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.20634920634916665,0.0,0.6687063737793209,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BU-CH-DF-EL-ER-FP-RI-4Inulin-1Pectin-1Xylan,0.004597560399108463,-0.026007783495717578,0.10547677965627776,0.0,-0.07288873857922024,0.0,0.0,-0.01836599616540803,-0.002416854517327415,-0.0088723823428154,-0.012848513407839669,-0.0002925379408730401,0.0,0.0,-0.008283370484908422,0.0,0.0,0.0,0.0,0.0,0.0,0.09090969545973672,0.02311092449559106,0.0,0.026265198985735577,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BH-BU-CH-DF-EL-ER-FP-RI-5Inulin-1Pectin,-0.003019334375858307,0.009434572979807853,0.09641066938638687,0.0,-0.048790447786450385,0.0,0.0,-0.021990122646093367,-0.0081354059278965,-0.022738131880760192,-0.02324075847864151,0.002800016477704048,0.0,0.0,-0.006086418777704239,0.0,0.0,0.0,0.0,0.0,0.0,0.07510196715593338,0.02356467805802822,0.0,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BH-BU-CH-DF-ER-FP-RI-3Inulin-1Pectin-2Starch,0.0017245274037122726,-0.010429243743419647,0.1050471018999815,0.0,-0.05002349428832531,0.0,0.0,-0.003325953707098961,-0.0025553662329912187,0.0,-0.02194841168820858,0.0020287618041038512,0.0,0.0,-0.014727910980582237,0.0,0.0,0.0,0.0,0.0,0.0,0.047302454337477685,0.03099149465560913,0.028172388672828674,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.7142857142856683,0.0,0.0,0.9160361284648569,0.0,0.0,0.5,0.1666666666666666,0.3333333333333333,0.0
AC-BA-BH-BU-CH-DF-ER-FP-RI-4Inulin-1Pectin-1Xylan,0.008446212857961655,-0.008189591020345688,0.12311545684933663,0.0,-0.039988715574145316,0.0,0.0,-0.01146264411509037,-0.0005291510373353958,0.0,-0.025273347645998,-0.001902008056640625,0.0,0.0,-0.007453739270567894,0.0,0.0,0.0,0.0,0.0,0.0,0.07559325881302356,0.021816900372505187,0.0,0.018927739188075065,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.0,0.1666666666666666
AC-BA-BH-BU-PC-PJ-RI-ArGal,0.001018848141719555,-0.004204158382169132,0.09287303557683682,0.0,-0.020574519860333408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002982077156675273,-0.005293992829733881,-0.010126793435935316,0.0,0.0,0.0,0.0,0.0,0.06381745533696537,0.0,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.999950002499775,0.6687063737793209,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-CA-CC-CH-DF-EL-FP-PJ-RI-Starch,-0.013427739217877387,-0.04611049219965935,0.06325720027089118,0.0,0.0,0.01680171154439449,0.008934371173381805,-0.004650279134511948,-0.004389723762869835,0.0037453457713127135,0.0,0.0013487547636032104,0.0,0.000672539696097374,-0.009151655808091163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03027738370001316,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.6881322633868306,0.0,0.7142857142856683,0.0,0.999950002499775,1.0,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-CA-CC-CH-DF-ER-FP-PJ-RI-Xylan,-0.010735245421528816,-0.036419767513871194,0.04345142506062984,0.0,0.0,0.00837843082845211,0.003298448398709297,0.003061303123831749,0.0008531950414180755,0.0,-0.005246933177113533,-0.0033648710697889326,0.0,-8.794553577899933e-05,-0.0070329330861568454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038448933511972426,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.7142857142856683,0.0,0.999950002499775,1.0,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-CA-CC-CH-DF-FP-PJ-RI-Starch,-0.018882858256498974,-0.05367938783906755,0.06819983855599449,0.0,0.0,0.012596629914783296,0.0035611632324400403,0.00041639414571580433,-0.003459883232911428,0.0,0.0,-0.00010557188874199277,0.0,-0.007526710274673644,-0.013078428450084868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03688212377684457,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.7142857142856683,0.0,0.999950002499775,1.0,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-CA-CC-DF-EL-ER-FP-RI-Starch,-0.03754488875468572,-0.04862115922428313,0.05356460277523313,0.0,0.0,0.014632556764852433,0.006387472152709961,0.0,-0.0033360765803427924,-0.0010137604106040228,-0.016521473016057695,0.006979264318943024,0.0,0.0,-0.006101148823897044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031574610798131855,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.999950002499775,0.6881322633868306,0.999950002499775,0.7142857142856683,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-CA-CC-EL-Starch,-0.03617826239629225,-0.05197771954717058,0.07801662408041232,0.0,0.0,0.01857639668565808,0.00046842296918233234,0.0,0.0,0.0019582699645649304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013181199178551182,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.999950002499775,0.0,0.0,0.6881322633868306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-CA-CH-DF-EL-ER-FP-RI-3Inulin-1Pectin-2Starch,-0.0003806199464533064,-0.04236973159843021,0.12771551724937227,0.0,0.0,-0.004908478094471825,0.0,-0.019595952497588262,-0.00010611572199397617,-0.005862824618816376,-0.01230868986911244,-0.007211384259992176,0.0,0.0,-0.021810838745699987,0.0,0.0,0.0,0.0,0.0,0.0,0.06502169494827588,0.0222773477435112,0.035156884541114174,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.0,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.5,0.1666666666666666,0.3333333333333333,0.0
AC-BA-BH-CA-CH-DF-EL-ER-FP-RI-ArGal,0.007252156024887448,0.010586715879894439,0.10755810886621475,0.0,0.0,-0.015580715168090094,0.0,-0.008327481292542956,0.0010204996381487166,0.01136857129278637,-0.010557270830585844,-0.007484437099524907,0.0,0.0,-0.016760543698356264,0.0,0.0,0.0,0.0,0.0,0.06716455625636238,0.0,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.6881322633868306,0.999950002499775,0.7142857142856683,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-CA-CH-DF-EL-ER-PJ-RI-Xylan,-0.00951194018125534,-0.042124017363502866,0.041987295306864236,0.0,0.0,-0.0010064691305160522,0.0,-0.002988779828661964,-0.002811029553413391,0.008685201761268434,-0.0010970057476134528,0.0,0.0,0.0009902453138714744,-0.007240067280474163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015116566703433082,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.6881322633868306,0.999950002499775,0.0,0.0,0.999950002499775,1.0,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-CA-CH-DF-FP-Inulin,0.012983370186953709,-0.021589064392550237,0.1859258333670682,0.0,0.0,0.0020458356573663907,0.0,-0.0008481522572451625,-0.001510794563540097,0.0,0.0,0.007932326146240893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12134316614989576,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-CA-CH-DF-FP-RI-Inulin,0.014839102392611296,-0.012379235871460127,0.1475929517460906,0.0,0.0,-0.011409650354281715,0.0,-0.008168770891168842,0.0018266160850939543,0.0,0.0,0.002108338086501412,-0.01690265698277432,0.0,-0.00927498645108679,0.0,0.0,0.0,0.0,0.0,0.0,0.10174575512823851,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.999950002499775,0.0,0.0,1.0,0.20634920634916665,0.0,0.6687063737793209,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-CA-CH-EL-PC-Inulin,0.002713170544854526,-0.01557709841892637,0.1618852479190662,0.0,0.0,-0.014038488268852234,0.0,-0.021486783335948813,0.0,0.0055934750828249705,0.0,0.0,-0.052649913163020694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11636732852664487,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.0,0.6999650017498125,0.0,0.0,0.7936507936507142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-CA-CH-PJ-Inulin-Pectin,0.002118079569833032,-0.030830597312285983,0.14594570624417272,0.0,0.0,-0.0059977700484210045,0.0,-0.02826995942099341,0.0,0.0,0.0,0.0,0.0,-0.021978315608254795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07193151578820985,0.015459489462704494,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.999950002499775,0.0,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.5,0.5,0.0,0.0
AC-BA-BH-CC-EL-PC-PJ-RI-ArGal,0.002573533413501886,-0.012265537220698137,0.0760013094315162,0.0,0.0,0.0,-0.03584876140722862,0.0,0.0,0.003344712922206292,0.0,0.0,-0.03724307337632546,-0.01659199882012147,-0.018285435839341238,0.0,0.0,0.0,0.0,0.0,0.03831525089649054,0.0,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.6999650017498125,0.0,0.0,1.0,0.999950002499775,0.6687063737793209,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-CC-PC-RI-Xylan,-0.007514291640483972,-0.012079996818845922,0.0340364853089506,0.0,0.0,0.0,-0.0048623096310731135,0.0,0.0,0.0,0.0,0.0,-0.010943169846679226,0.0,-0.007566898383877494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008930181012009129,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6687063737793209,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-CH-PJ-Starch,-0.017958917704067733,-0.06629169889186558,0.04024191612475797,0.0,0.0,0.0,0.0,-0.00437509425376591,0.0,0.0,0.0,0.0,0.0,-0.013701768101830231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0038568140252640375,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.0,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-ER-FP-PJ-RI-Inulin,0.007503645430351126,-0.0011021641307863697,0.15340503664879962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00939192931199896,0.009400482578524228,0.0,0.0020128640121427075,-0.010162342725128963,0.0,0.0,0.0,0.0,0.0,0.0,0.11923915712997832,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002499775,0.7142857142856683,0.0,0.999950002499775,1.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-FP-PJ-Inulin,0.023005149474269466,-0.011700833118275591,0.17595345115191058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003557909280061722,0.0,0.00552240935595412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12745630858760132,0.0,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.999950002499775,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-FP-Pectin,-0.033027860522270205,-0.024391782449351418,0.09115389535824457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020829115642441644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01608696480592092,0.0,0.0,0.999950002499775,0.999950002499775,0.999950002499775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857141709,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-4Inulin-2Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-RI-4Inulin-1Pectin-1Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.1666666666666666,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-RI-5Inulin-1Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.714285714286097,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-PJ-RI-4Inulin-2Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.0,0.0,0.999950002500375,0.9160361284654067,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-RI-4Inulin-2Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-RI-5Inulin-1Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.999950002500375,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-RI-5Inulin-1Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.7599620019004051,0.0,0.0,0.0,0.0,0.9160361284654067,0.0,0.0,0.8333333333333333,0.1666666666666666,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-3Inulin-2Pectin-1Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.1666666666666666,0.0
AC-BA-BL-BU-CA-CC-CH-DF-ER-4Inulin-2Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.999950002500375,0.0,0.999950002500375,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
