Experiments,BHabs<--ACabs,BHabs<--BAabs,BHabs<--BHabs,BHabs<--BLabs,BHabs<--BUabs,BHabs<--CAabs,BHabs<--CCabs,BHabs<--CHabs,BHabs<--DFabs,BHabs<--ELabs,BHabs<--ERabs,BHabs<--FPabs,BHabs<--PCabs,BHabs<--PJabs,BHabs<--RIabs,BHabs<--pH,BHabs<--Lactate,BHabs<--Butyrate,BHabs<--Acetate,BHabs<--AcGum,BHabs<--ArGal,BHabs<--Inulin,BHabs<--Pectin,BHabs<--Starch,BHabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-AcGum-ArGal-Inulin-Starch-Xylan,-0.007155307879050572,-0.012937375033895174,0.04724470836420854,-0.009458964069684347,-0.010240726172924042,-0.013949363802870115,-0.00915202001730601,-0.0040791357556978864,-0.0012180693447589874,0.00344892218708992,-0.018102789918581646,0.00039962803324063617,-0.0036442292233308158,0.0,-0.01607353985309601,0.0,0.0,0.0,0.0,0.014941952501734098,0.009848761061827341,0.009117798258860907,0.0,0.009066017965475718,0.011943732698758444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-AcGum-ArGal-Pectin-Starch-Xylan,-0.0030788549532492957,-0.012499602511525154,0.06787885663410027,-0.017703798909982044,-0.019558873648444813,-0.016992493843038876,-0.008147132893403372,-0.009373615806301435,-0.010150636235872904,-0.00015193969011306763,-0.02613873469332854,-0.003389151766896248,-0.017012085765600204,0.0,-0.013689553985993067,0.0,0.0,0.0,0.0,0.01750047194461028,0.005617901682853699,0.0,0.028601084525386494,0.015026303629080454,0.02326185628771782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-AcGum-Inulin-Pectin-Starch-Xylan,-0.004133613780140877,-0.024699976046880085,0.04450373041133086,-0.014279401550690332,-0.007814876735210419,0.00316774845123291,-0.01448076218366623,-0.011162623142202696,-0.0032598519076903663,0.006449982523918152,-0.014737766236066818,-0.0027371098597844443,-0.013280427704254786,0.0,-0.0005463777730862299,0.0,0.0,0.0,0.0,0.01829904628296693,0.0,0.014688060308496157,0.007824941848715147,0.0,0.016199277093013126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-ArGal,0.0010710926726460457,-0.002097340766340494,0.031774258241057396,-0.00767121696844697,-0.015977694187313318,-0.010893602389842272,0.004591750912368298,6.081536412239075e-05,0.0016697943210601807,0.004146945662796497,-0.010784908663481474,-0.002818657085299492,-0.007209164556115866,0.0,-0.005473835859447718,0.0,0.0,0.0,0.0,0.0,0.019611763302236795,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-ArGal-Inulin-Pectin-Starch-Xylan,-0.012548586974541346,-0.009918205440044403,0.06468893090883891,-0.007079280912876129,-0.01819646048049132,-0.011389195919036865,-0.012010390559832254,-0.019522291297713917,0.0005671562006076177,0.002410091459751129,-0.02197969580690066,-0.008405663073062897,-0.009456763043999672,0.0,-0.014819712688525518,0.0,0.0,0.0,0.0,0.0,0.01687455363571644,0.012886409337321917,0.02212127298116684,0.009966010848681131,0.015811820824940998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-Inulin,-0.0037296004593372345,-0.005764157511293888,0.03905773442238569,-0.017506353557109833,-0.0017993077635765076,-0.005671235732734203,-0.007042272947728634,-0.008655098266899586,-0.0016027637757360935,0.00267197098582983,-0.01779380813241005,-0.0008946857415139675,-0.013150995131582022,0.0,-0.0060359397903084755,0.0,0.0,0.0,0.0,0.0,0.0,0.04791651340201497,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-Pectin,-0.008633373770862818,-0.0029586926102638245,0.037790102418512106,0.001152754295617342,-0.008448447566479445,-0.0028861169703304768,-0.010369718540459871,-0.005276227369904518,-0.002096635289490223,-0.0007756142877042294,-0.003946964163333178,-0.0057357908226549625,-0.003643487114459276,0.0,-0.0022072214633226395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018035433255136013,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-Starch,-0.0051757958717644215,-0.02058750670403242,0.04179241135716438,-0.011423629242926836,-0.013940125703811646,0.0003827931359410286,0.004224683158099651,-0.009765343740582466,-0.0013460400514304638,0.012676045764237642,0.0,0.00028286874294281006,-0.0027501587755978107,0.0,-0.0012135575525462627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006843355484306812,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-RI-Xylan,-0.0032497569918632507,-0.030220340937376022,0.04508044430986047,-0.011591692920774221,0.0032908227294683456,-0.0010989555157721043,-0.006222673691809177,0.0026324032805860043,-0.0006661340594291687,0.007409443613141775,-0.00830212002620101,-0.0006672213785350323,-0.008147499989718199,0.0,-0.00894045177847147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020693733356893063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,0.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum,-0.012959074694663286,-0.010600767564028502,0.05938873998820782,-0.009162348229438066,-0.03734505735337734,-0.007528700865805149,-0.0014115567319095135,-0.0042872438207268715,0.000553689431399107,0.007013159338384867,-0.004890707321465015,0.003294537775218487,0.0,0.00037188688293099403,-0.007399527821689844,0.0,0.0,0.0,0.0,0.035286346450448036,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,-0.007460594177246094,0.001973118012150129,0.07956600810090701,-0.010502882301807404,-0.043589664002259575,-0.013716003547112146,-0.015157617007692656,-0.00806424394249916,0.0012223757803440094,0.014392457281549772,-0.023593515157699585,0.00039573324223359424,0.0,4.91036723057429e-05,-0.013537881895899773,0.0,0.0,0.0,0.0,0.015033185482025146,0.019557597115635872,0.017502063264449436,0.016294955586393673,0.013586377104123434,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,-0.0037498952200015387,-0.00735488161444664,0.06440353952348232,-0.01722394861280918,-0.029311203708251316,-0.016811275854706764,-0.016557972878217697,-0.02502671256661415,0.002080156778295835,0.004315185671051343,-0.006782964492837588,0.001105641946196556,0.0,-0.0058572739362716675,-0.011473260199030241,0.0,0.0,0.0,0.0,0.02270086668431759,0.02733028493821621,0.014512718965609869,0.01983944574991862,0.0,0.034848762676119804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,-0.0020693366726239524,-0.018899522100885708,0.05659791827201843,-0.029951320961117744,-0.05097678365806738,-0.006398813799023628,-0.011295259619752565,-0.004864745462934176,0.000860909620920817,0.004952748616536458,-0.014368768781423569,-0.0006652877976497015,0.0,0.0021854378283023834,-0.006653925403952599,0.0,0.0,0.0,0.0,0.01615415948132674,0.016126229738195736,0.01652528593937556,0.0,0.013851111133893331,0.019192606210708618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,0.0037804928918679557,-0.010033444811900457,0.0487262848764658,-0.018649503588676453,-0.0037621023754278817,-0.016105573624372482,-0.009320167203744253,-0.011605318635702133,0.0011388808488845825,0.016221919407447178,-0.025478567307194073,0.001799695814649264,0.0,0.005524943272272746,-0.009711372355620066,0.0,0.0,0.0,0.0,0.012354639048377672,0.019813915093739826,0.0,0.022448137402534485,0.01771756075322628,0.01432164323826631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,0.014823355401555697,-0.03479413998623689,0.055704219887653984,-0.007093435774246852,-0.006113202000657718,-0.0032081852356592813,-0.007922763004899025,-0.006576020270586014,0.0006579253822565079,0.0002746712416410446,-0.017675047740340233,0.0032311268150806427,0.0,0.009062896172205607,-0.01101683701078097,0.0,0.0,0.0,0.0,0.015172699466347694,0.0,0.010924390206734339,0.01832670532166958,0.007978336264689764,0.012022266164422035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-ArGal,-0.0016077863983809948,-0.0004135873168706894,0.036685227416455746,-0.009649056009948254,-0.03360937628895044,-0.008175371214747429,-0.005772639997303486,-0.005642428062856197,0.0023958301171660423,0.005372846499085426,-0.020011210348457098,-0.0015881271101534367,0.0,-0.00043432554230093956,0.0012143081985414028,0.0,0.0,0.0,0.0,0.0,0.027480732183903456,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,0.0031327009201049805,-0.010604767128825188,0.054975894590218864,-0.01615887942413489,-0.016126714646816254,-0.0076691533128420515,-0.006858549391229947,-0.004847588017582893,-0.0004304473598798116,0.0077583808451890945,-0.013504369805256525,-0.0010831840336322784,0.0,0.012044326091806093,-0.008077706520756086,0.0,0.0,0.0,0.0,0.0,0.015195142477750778,0.01722433790564537,0.011301386480530104,0.0025387536734342575,0.013816062981883684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-Inulin,0.0034358142875134945,-0.0033295070752501488,0.048133231699466705,-0.010674427263438702,-0.06475042272359133,-0.0009597796015441418,-0.006827280391007662,-0.0041066622361540794,-0.005528428126126528,0.0021430416963994503,-0.00208060210570693,-0.006172360386699438,0.0,-0.002775401808321476,-0.005434233229607344,0.0,0.0,0.0,0.0,0.0,0.0,0.05892701726406813,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-Pectin,-0.0041383011266589165,-0.0100700156763196,0.033217741176486015,0.0008125263266265392,-0.00023123202845454216,-0.0009350837208330631,-0.010117508936673403,-0.004545596428215504,-0.0025046830996870995,-0.0015978431329131126,0.00044560153037309647,-0.0017590937204658985,0.0,-0.0011457963846623898,-0.00778316892683506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010352454148232937,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-Starch,0.0043138726614415646,-0.01559293083846569,0.03534733457490802,-0.003837045282125473,-0.013085365295410156,-0.00029178522527217865,0.004043489694595337,-0.002943354193121195,-0.0014606346376240253,0.004132100380957127,-0.012215874623507261,-0.001587060745805502,0.0,-0.0001203436404466629,-0.009280014783143997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012577611953020096,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-FP-PJ-RI-Xylan,-0.007424446754157543,-0.020122789777815342,0.03631654195487499,-0.010685600340366364,-0.001859562937170267,-0.0051981741562485695,-3.5303644835948944e-05,0.004186761099845171,-0.00025609182193875313,0.00316856661811471,-0.005781666841357946,-0.0010930867865681648,0.0,0.0007721236906945705,-0.011631302069872618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019644031766802073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.0,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum,-0.00010954169556498528,-0.010507023427635431,0.05009374255314469,-0.005276596173644066,-0.013514898251742125,-0.002501333598047495,-0.006046358495950699,-0.007904922123998404,0.0004174867644906044,0.0028090416453778744,-0.0048904940485954285,0.0,-0.006788983475416899,0.00043341564014554024,-0.01610143529251218,0.0,0.0,0.0,0.0,0.019887899979948997,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,-0.00161478358010451,-0.004177844151854515,0.05751477119823297,-0.022042278200387955,-0.01607336848974228,-0.019147802144289017,-0.010271638631820679,-0.01653796372314294,-0.0004242522021134694,0.004391904299457868,-0.013144968077540398,0.0,-0.0016852741440137227,0.0005463268607854843,-0.0035838925590117774,0.0,0.0,0.0,0.0,0.008904489378134409,0.011973316470781961,0.01796582465370496,0.01420032667617003,0.01821231283247471,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,0.0001803797980149587,-0.001048789049188296,0.07113284679750602,-0.011207039778431257,-0.009036010131239891,-0.028938313325246174,-0.014106927439570427,-0.01676975190639496,0.00218153807024161,0.00448541281123956,-0.00985062432785829,0.0,-0.01627231885989507,0.0032571995009978614,-0.008229087417324385,0.0,0.0,0.0,0.0,0.004840985561410586,0.018183101589481037,0.01629096393783887,0.011130998531977335,0.0,0.014067007849613825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,0.0036811002840598426,-0.008582466592391333,0.057511198023955025,-0.0043604131788015366,-0.002998722717165947,-0.018191949153939884,-0.018017562727133434,-0.011103029052416483,-0.002765482912460963,0.007395574202140172,-0.03269295829037825,0.0,-0.010737337792913118,-0.007236889253060023,-0.008695492520928383,0.0,0.0,0.0,0.0,0.00192970409989357,0.021287307143211365,0.01207453819612662,0.0,0.00955816979209582,0.014908732225497564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,-0.004306423788269361,-0.006805842121442159,0.051618900150060654,-0.01575469846526782,-0.005788235614697139,-0.016419921070337296,-0.009938859070340792,-0.005817682792743047,0.0022702993204196296,0.007210516060392062,-0.015170972794294357,0.0,0.00461172250409921,0.0026260105272134147,-0.007487637301286061,0.0,0.0,0.0,0.0,0.017293851201732952,0.0014719062795241673,0.0,0.018667624642451603,0.00889383815228939,0.015499132374922434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,-0.008497130125761032,-0.016407009835044544,0.06981965651114781,-0.012786603222290674,-0.013003012165427208,-0.011169796188672384,-0.00762940136094888,-0.012096341078480085,-0.0010332843909660976,0.00337149016559124,-0.009279309461514154,0.0,-0.011701081568996111,-0.00038279034197330475,-0.010005778322617212,0.0,0.0,0.0,0.0,0.008161596953868866,0.0,9.478194018205006e-05,0.014676171665390333,0.009019993245601654,0.008847847580909729,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-ArGal,0.004332013428211212,-0.0023587984032928944,0.045649065636098385,-0.008056731428951025,-0.03352705528959632,-0.005743321496993303,-0.0027724155224859715,-0.006536751054227352,0.0004797549918293953,0.0036393492482602596,-0.010858447756618261,0.0,-0.006124406587332487,-0.0019077984616160393,0.0012935497798025608,0.0,0.0,0.0,0.0,0.0,0.02249199291691184,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,0.005908501024047534,-0.016198623925447464,0.050706686452031136,-0.0056803518285353976,-0.010157163565357527,-0.01578555752833684,-0.011861406887571016,-0.013242121785879135,0.0016770983735720317,0.0008869046966234843,-0.024826354036728542,0.0,-0.000519895926117897,0.004790906483928363,-0.007215321063995361,0.0,0.0,0.0,0.0,0.0,0.013583346580465635,0.014913129930694899,0.028200027843316395,0.007095570365587871,0.020741386339068413,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-Inulin,0.0,-0.001862682867795229,0.06860868353396654,-0.009681787341833115,-0.02191192749887705,-0.00330725172534585,-0.003452148288488388,-0.007194290868937969,-0.0003644535318017006,-0.00957342516630888,-0.014507868327200413,0.0,-0.019952318631112576,0.004943111911416054,-0.003214527852833271,0.0,0.0,0.0,0.0,0.0,0.0,0.021470886655151844,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-Pectin,0.000475187785923481,-0.006915730889886618,0.015356973744928837,0.0023454767651855946,0.00030649174004793167,-0.0005736909806728363,-0.005952751263976097,-0.004136888775974512,-0.00011049909517168999,0.0001997905783355236,-0.0019042822532355785,0.0,-0.00947058666497469,-0.00021669594570994377,-0.006076162680983543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01667336793616414,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-Starch,-0.006116568110883236,-0.011370248161256313,0.02243519388139248,-0.0038156723603606224,-0.005533754359930754,0.004640212282538414,-0.002959036733955145,-0.006223172880709171,-0.0008003483526408672,0.0016826638020575047,-0.0027667409740388393,0.0,0.005152631551027298,-0.003973974380642176,-0.001302087213844061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010950902011245489,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-ER-PC-PJ-RI-Xylan,-8.673965930938721e-05,-0.028509983327239752,0.040108826011419296,-0.0074644070118665695,0.0015119756571948528,-0.0012773005291819572,-0.0017628027126193047,-0.0043900953605771065,0.00023195799440145493,0.00378218712285161,-0.005513216834515333,0.0,-0.003671815153211355,0.0005211136303842068,-0.007832108065485954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014352408237755299,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum,-0.0009412034414708614,-0.014962488319724798,0.0630569620989263,-0.011299898847937584,-0.004929815884679556,0.0006180028431117535,-0.0233316570520401,0.0027685435488820076,-0.007070561870932579,0.01315716141834855,0.0,-0.004538075067102909,-0.023164168000221252,-0.0006942409090697765,-0.022787661757320166,0.0,0.0,0.0,0.0,0.034119101241230965,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,0.007022680093844731,-0.011073792974154154,0.06277206478019555,-0.0076238494366407394,0.004973236471414566,-0.006160588314135869,-0.02802676645418008,-0.01044158823788166,0.001416075974702835,0.015514405444264412,0.0,-0.007323471829295158,0.000996410846710205,0.003417861337463061,-0.00634252093732357,0.0,0.0,0.0,0.0,0.019834956154227257,0.018369635567069054,0.014966129635771116,0.019952603926261265,0.015578533833225569,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,0.011214159429073334,-0.020767539739608765,0.0846735592931509,0.01150940110286077,0.005205169940988223,-0.006082174057761828,-0.023867563034097355,-0.01799408718943596,-0.0022808555513620377,0.02011302299797535,0.0,-0.006031883259614308,-0.01477067917585373,0.004080036034186681,-0.014842977126439413,0.0,0.0,0.0,0.0,0.01349128782749176,0.014864087725679079,0.023794783900181454,0.014098990708589554,0.0,0.025503891830643017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,0.0016479548066854477,-0.013484364375472069,0.06636907470722993,-0.03116205831368764,-0.004630687336126964,-0.0028719020386536918,-0.013077387586236,-0.010233773539463678,0.0010278715441624324,0.006812687963247299,0.0,-0.0024275959779818854,-0.002866836885611216,0.0016910179207722347,-0.019181957468390465,0.0,0.0,0.0,0.0,0.014596951504548391,0.03472718161841234,0.02299885389705499,0.0,0.016478723535935085,0.026381483922402065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BL-BU-CA-CC-CH-DF-EL-FP-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,-0.005366884792844455,-0.0184305136402448,0.06348760053515434,-0.009191826606790224,0.0009572462489207586,-0.0016273148357868195,-0.019113140801588695,0.0005629354466994604,0.0012078961978356044,0.025973546008268993,0.0,-0.005705308169126511,-0.00929328923424085,-0.0024219260861476264,-0.02021376167734464,0.0,0.0,0.0,0.0,0.01812866764763991,0.037240726252396904,0.0,0.02312663694222768,0.021839534863829613,0.024475380778312683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
