Experiments,BLabs<--ACabs,BLabs<--BAabs,BLabs<--BHabs,BLabs<--BLabs,BLabs<--BUabs,BLabs<--CAabs,BLabs<--CCabs,BLabs<--CHabs,BLabs<--DFabs,BLabs<--ELabs,BLabs<--ERabs,BLabs<--FPabs,BLabs<--PCabs,BLabs<--PJabs,BLabs<--RIabs,BLabs<--pH,BLabs<--Lactate,BLabs<--Butyrate,BLabs<--Acetate,BLabs<--AcGum,BLabs<--ArGal,BLabs<--Inulin,BLabs<--Pectin,BLabs<--Starch,BLabs<--Xylan,ACabs,BAabs,BHabs,BLabs,BUabs,CAabs,CCabs,CHabs,DFabs,ELabs,ERabs,FPabs,PCabs,PJabs,RIabs,AcGum,ArGal,Inulin,Pectin,Starch,Xylan
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,0.0,0.002210270302991072,-0.0014645875974868734,0.012656764321339628,-0.006546289271985491,0.0,-0.004335538872207205,0.000943994935369119,0.0011434431944508106,-0.004241007535407941,-0.001581262059820195,-0.0005660299308753262,0.0,-0.007996164339904984,-0.003196761312816913,0.0,0.0,0.0,0.0,-0.0003544487214336793,0.0,0.0066714542141805095,-0.002346630518635114,0.0027323794395973286,0.006270413752645254,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal,-0.0003459124709479511,0.0019262730202171952,0.00152869732119143,9.403508738614619e-05,0.004235871834680438,0.0,-0.0029945562637294643,-0.003449553973041475,-0.0034520067492849194,-0.004127055231947452,-0.00215139081410598,0.0022395516571123153,0.004557345557259396,0.0020068767480552197,0.0012745390413329005,0.0,0.0,0.0,0.0,0.0,-0.0013427147641777992,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,-0.00861171392413477,0.011596436922748884,-0.0025085144055386386,0.016831765106568735,0.0,0.0,-0.003087510083181163,-0.007175451687847574,0.00015760212166545293,-0.0021414977964013815,-0.0006591030396521091,0.0007188875849048296,-0.0024698571069166064,-0.002818731707520783,-0.005489294407501196,0.0,0.0,0.0,0.0,0.0,0.0027583513874560595,0.006760684462885062,0.0024259562293688455,-0.006288009656903644,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Inulin,0.008495663059875369,-0.005537098113563843,-0.008290456258691847,0.06408048211596906,-0.03701472142711282,0.0,-0.005052887659985572,0.0018704027970670722,-0.002427955565508455,-0.0070452854270115495,0.0036822849651798606,0.001534160997834988,-0.03345464952144539,0.0009632722212700173,-0.003889866085955873,0.0,0.0,0.0,0.0,0.0,0.0,0.04996327873959672,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Pectin,-0.00030998571310192347,0.0031132050789892673,0.0016727281035855412,-0.000999319483526051,0.00018327514408156276,0.0,0.0,-0.0018580885953269899,-9.64933424256742e-05,-0.002079780271742493,0.0009060947340913117,-0.0014398596249520779,0.0021172244451008737,-0.0010436784359626472,-0.0006591944256797433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004938723868690431,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Starch,-0.0029024466639384627,-0.0006167445098981261,0.0016340968431904912,-0.003520170575939119,0.00504284945782274,0.0,0.013082756195217371,0.0025441007455810905,-0.0017221688758581877,-0.004954721895046532,-0.0011701013427227736,0.0015193469589576125,0.002440792741253972,-0.0007553370669484138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010622252011671662,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-BU-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Xylan,-0.005869674263522029,0.004223162017297,0.005536275100894272,-0.006476778042269871,0.006905491347424686,0.0,0.004340823012171313,-2.3530476028099656e-05,0.0030726036056876183,-0.006161240511573851,-0.0018295256595592946,0.009087809827178717,0.0008020639652386308,-0.00600110599771142,0.0019628253648988903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009569199290126562,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum,0.0007990023586899042,-0.004400709178298712,-0.000792267732322216,0.012699959828751162,0.0,0.0016641482361592352,-0.0036089859204366803,0.0009774314021342434,-0.0006606718525290489,-0.0034233505139127374,-0.0018651809732546099,-0.0010161657119169831,0.0013149255464668386,-0.007436384090397041,0.0,0.0,0.0,0.0,0.0,0.005748248600866646,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,-0.00392749331270655,0.00451509264530614,-0.006716133900530015,0.023867028765380383,0.0,-0.002670101278151075,-0.005453511218850811,0.0005434011109173298,-0.0025621429667808115,-0.001749838547160228,-0.0028764328356677047,-0.00412653276968437,-0.003530657811400791,-0.0012252976497014363,-0.00958156477039059,0.0,0.0,0.0,0.0,0.0015339446933163952,-0.0008549122333837053,0.004199539505255719,0.0007515953620895743,0.009864017212142548,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,-0.000582548042681689,-0.01037724613949346,-0.002279128685283164,0.0027849243876213827,0.0,0.003596168632308642,0.00028341845609247684,0.00535178246597449,-0.000634816475212574,0.0014788309733072917,-0.006949254932502906,-0.0007647830061614513,0.004951613819381843,-0.0021959979397555194,-0.0077231539180502295,0.0,0.0,0.0,0.0,-0.001114545719853292,0.001445444009732455,0.006972585804760456,-0.0003539115811387698,0.0,0.006110617890954018,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,-0.0005069446633569896,-0.012464407821729159,0.0006209537386894226,0.017332242685370147,0.0,0.006757919385563582,-0.0024700636665026345,-0.00401007787634929,-0.0001702002870539824,-0.002867506972203652,-0.0020903039257973433,-0.007673804997466505,0.0016007792728487402,-0.007546626186619203,-0.005564544660349687,0.0,0.0,0.0,0.0,-0.0013832943513989449,0.0028781476818645992,0.005259720569786926,0.0,0.0071323153873284655,0.0051656966873755055,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,0.006771724205464125,-0.005385075851033132,-0.0025262354950731,0.012781191694860658,0.0,0.00039580604061484337,-0.0033740781558056674,-0.010762498248368502,-0.00019673529701928297,0.002375132559488217,-0.004442989282930891,0.0010554359760135412,0.004257740452885628,-0.004799221719925602,-0.0041114055493380874,0.0,0.0,0.0,0.0,0.001071024453267455,0.0,0.0,0.0009157729897803316,0.0034702618528778353,0.00250414937424163,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,0.00018694721317539612,0.0,0.0,0.016645968115578096,0.0,0.0034854585149635873,0.0,-0.0033863664915164313,-0.009466053413537642,0.0002157341999312242,-0.0030358978547155857,-0.0015731481835246086,-0.02806942133853833,0.0036184434623767934,-0.003377724865761896,0.0,0.0,0.0,0.0,0.011601414958325526,0.0,0.0,-8.033658377826214e-05,0.013234982267022133,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal,-0.0058277058051317,-0.005357384623493999,-0.008676251891301945,-0.006367031630361453,0.0,-0.0007103964744601399,-0.0015404490695800632,-0.0006598307518288493,-0.0013818905281368643,-0.005160295848327223,-0.006043107423465699,-0.0015678181662224233,0.0015759683155920357,-0.009658001537900418,-0.00019188781880075112,0.0,0.0,0.0,0.0,0.0,-0.00433935198088875,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,0.0006427526629219452,-0.005358921596780419,7.140139738718669e-05,0.008331058469290534,0.0,0.00200760488708814,-0.008041815521816412,-0.0035030514312287173,-0.0015628331651290257,-0.0020490670576691628,-0.0028405970272918544,-0.00048088200856000185,-0.0033239922874296703,-0.004605923779308796,-0.0034345054688553014,0.0,0.0,0.0,0.0,0.0,0.0006509575371940931,0.01314125939582785,0.0026035699217269817,0.00464776794736584,0.0031052171252667904,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Inulin,-5.724083166569471e-06,-0.018955377279780805,-0.0033075218088924885,0.10040722927078605,0.0,0.0037107019452378154,-0.01251348399091512,-0.009152946760877967,-0.004133254638873041,-0.02001776872202754,0.0002649533562362194,-0.0015458266716450453,-0.05480829020962119,-0.005326368380337954,-0.008980738872196525,0.0,0.0,0.0,0.0,0.0,0.0,0.08515127713326365,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Pectin,-0.0009747847216203809,0.0007919177296571434,0.0,0.0008449179877061397,0.0,-0.00010250171180814505,0.0006308747688308358,-0.0003579577969503589,-0.0017221688758581877,-0.0006297040963545442,-2.1635089069604874e-05,0.001531370566226542,-0.0017960215554921888,-0.00011982099385932088,0.0021396029624156654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00021408917382359505,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Starch,-0.0021631672279909253,-0.00364448858454125,-0.001074370724381879,0.0032307852525264025,0.0,0.001267556450329721,0.0005072628264315426,0.0014990027993917465,0.0,0.002472724096151069,-0.0038697044365108013,0.003360104892635718,-0.0028856386488769203,-0.003127064905129373,0.0006349781833705492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037920200265944004,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BL-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Xylan,-0.01434172282461077,-0.0053468289552256465,0.014126498950645328,-0.01653537171659991,0.0,-0.02271844493225217,-0.01607286889338866,-0.05507598601980135,-0.0017176737310364842,-0.04388875304721296,-0.004006042596301995,-0.0005666021606884897,0.0008693589188624173,-0.022527311113663018,-0.0023831426224205643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029216185692348517,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,1.0,0.0,0.0,0.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-ArGal-Inulin-Pectin-Starch-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.2,0.2,0.2,0.2,0.2
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Inulin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,1.0,0.0,0.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Pectin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,1.0,0.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Starch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,1.0,0.0
AC-BA-BH-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-Xylan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.0,0.0,0.0,0.0,0.0,1.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum,0.0007408738601952791,0.0,0.0,0.001192522671772167,-0.007907896069809794,0.0,6.134033901616931e-05,-0.002108117565512657,-0.0007861402118578553,0.002582976216217503,-0.0022538633493240923,-0.0006502268370240927,0.0,-0.0006167992542032152,0.0,0.0,0.0,0.0,0.0,0.009745330200530589,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,1.0,0.0,0.0,0.0,0.0,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Starch,-0.0022530088123554983,-0.0012224165645117562,0.0,0.011582278103257218,-0.007457835755000512,0.0018891670818751056,0.0006935719381241748,0.0019698094887038073,-0.002543422238280376,0.0015424165952329834,0.0014835349284112453,-0.0024726848350837827,-0.007349616838231062,0.0,-0.008176732226274908,0.0,0.0,0.0,0.0,0.002735799217286209,-0.0042409660915533704,0.011340032331645489,-0.0034392517991364002,0.005919325475891431,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.2,0.0
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Pectin-Xylan,0.005020052349815766,-0.0009939184431762744,0.0,-0.0010004024176547925,-0.00481182992613564,-0.0005282724353795251,0.0017172085742155712,0.008636450356182953,-0.00031836416261891526,-0.0022277732690175376,0.0,-0.0013197778025642037,-0.0002801126101985574,-0.0004990492792179188,-0.00502210339376082,0.0,0.0,0.0,0.0,-0.00208761107448178,0.0,0.00404275581240654,-0.003022658017774423,0.0,0.0026954057393595576,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.2,0.0,0.2
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Inulin-Starch-Xylan,-0.00032524694688618183,-0.005387079979603489,0.0,0.02525735010082523,-0.017396089310447376,0.004270186220916609,0.0013904692605137825,0.004033714843293031,-0.0011116857640445232,0.0,-0.0031356088196237883,0.0005832907433311144,-0.007190569303929806,-0.012202883760134378,0.0,0.0,0.0,0.0,0.0,0.0,-0.0035784998908638954,0.005422616998354594,0.0,0.0027450805452341833,0.006624955063064893,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.2,0.0,0.2,0.2
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-ArGal-Pectin-Starch-Xylan,0.0,-0.0007563624531030655,0.0,0.013862285297363997,-0.009891762592208883,-3.733361760775248e-05,0.002515557842950026,-0.003331459049756328,0.000763492581124107,-0.00014314298944858214,-0.0015737425710540265,0.0,-0.008193641901016235,0.0042813823868831,-0.0018292156358559926,0.0,0.0,0.0,0.0,0.002654367941431701,0.0,0.0,-0.0035855062305927277,0.0019565876573324203,0.0033084933335582414,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.2,0.0,0.2,0.2,0.2
AC-BA-BL-BU-CA-CC-CH-DF-EL-ER-FP-PC-PJ-RI-AcGum-Inulin-Pectin-Starch-Xylan,-0.00869915591708074,0.0010048510351528723,0.0,0.014850103645585477,-0.014796470990404487,0.005290674511343241,-0.0019156682149817545,-0.0011691687007745106,-0.0005187078689535459,-0.006092469207942486,-0.009642701013945043,-0.005096208148946364,-0.008474724056820074,0.00107160909101367,-0.004679079167544842,0.0,0.0,0.0,0.0,0.0009970439908405144,0.0,0.0002421754179522395,0.0062044110770026846,0.01503358866708974,0.01638989585141341,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7143214285714541,0.7936904761904762,1.0,0.9160819302713719,0.2,0.0,0.2,0.2,0.2,0.2
